3668 100
939 48
3300 94
3617 35
2983 42
1198 24
1529 35
348 20
972 25
2611 62
3124 46
3657 27
3612 87
3133 47
3718 25
669 61
3938 66
1022 52
1297 8
2 23
554 46
2642 81
1670 70
2767 74
2225 17
1585 66
159 29
1919 4
2534 33
1122 75
1173 11
3318 1
376 58
847 31
3964 88
558 49
1368 14
942 31
1801 12
756 50
3003 1
2168 57
1320 56
2250 26
1975 99
3037 64
3158 98
2752 74
1044 39
816 59
2819 18
3084 58
627 46
1144 22
201 64
1830 39
709 93
1008 22
3847 81
796 73
886 36
625 94
3031 63
1488 36
1523 23
606 26
2320 70
901 65
1681 91
400 9
3151 100
222 94
93 23
2314 68
3584 52
467 86
2405 95
1893 7
1139 97
1602 34
1756 9
1722 89
1066 76
2433 92
3320 9
2987 92
3603 30
1928 81
2562 58
3559 67
1743 46
325 20
1369 99
3717 87
1236 54
1413 62
348 52
3026 2
2343 59
565 71
1598 70
2593 31
1801 38
309 75
3890 79
206 23
3439 17
2370 46
2344 1
802 74
1776 69
3052 79
3604 82
3864 87
1380 44
3315 16
3437 37
3636 3
2237 12
46 35
1664 99
2629 26
3794 98
4087 63
2870 78
2785 61
2431 29
2652 43
3276 66
3907 78
3596 76
2701 92
2922 94
593 66
3898 35
3392 81
150 84
4020 22
2888 80
308 71
3938 9
3743 17
3556 13
1999 56
1061 52
1990 12
2233 91
2894 5
239 6
3974 63
435 41
1899 80
2105 29
3979 81
2063 23
2697 22
1830 9
1031 53
2917 71
1136 70
3970 99
112 9
1925 15
4063 62
2185 7
1383 77
2801 22
210 84
1977 60
154 24
3800 81
1152 78
715 96
1731 6
2690 78
1135 97
4032 22
880 45
4019 31
712 97
379 67
3440 66
81 68
3152 62
2537 26
3148 17
1101 25
1003 78
2353 13
2759 19
273 79
557 71
2619 73
3596 93
1616 15
3559 19
228 3
953 68
3096 94
83 81
174 30
210 81
1915 75
3582 88
1164 84
630 12
2466 94
2603 2
3079 9
1283 49
1577 83
153 10
2184 38
3909 17
1098 61
379 21
1559 61
2693 17
1714 82
2052 22
2410 8
2425 69
2078 46
3584 97
152 31
2628 14
3205 83
1936 29
21 25
4070 5
208 17
3792 42
795 92
3476 18
1127 33
1565 3
2701 91
2987 68
2811 42
2841 83
1537 60
263 13
77 16
1283 66
3797 10
3187 51
491 28
3838 2
343 99
2197 20
