832 41
3640 3
2089 8
1606 88
647 52
960 88
3470 73
1215 37
3247 84
2817 84
761 13
2081 29
2689 21
2857 12
728 82
630 78
1107 66
3471 5
3082 75
287 49
3318 62
2161 70
2971 71
3174 33
819 23
2367 20
2094 33
3763 80
3967 12
2891 69
572 91
3184 28
2337 88
3514 46
2831 73
803 61
2068 59
3336 35
1584 75
2682 98
2448 64
2139 63
3227 83
2727 81
534 13
1405 15
332 1
353 26
3873 97
1433 44
2295 1
3500 70
3808 37
1481 34
2971 78
3618 38
1025 53
309 84
3655 62
2840 8
3788 75
860 88
426 52
2059 71
2982 89
114 42
1861 22
3530 64
2094 63
1710 34
2577 94
1694 24
3457 43
3863 41
3889 22
3539 72
1912 87
2188 28
826 46
521 55
2955 47
3262 66
3611 18
3585 25
3588 53
1210 33
3475 57
688 82
748 80
2488 31
2375 100
2477 98
3348 65
1928 51
2702 61
1439 92
135 52
215 14
292 93
3224 86
2843 1
3558 10
1033 58
72 47
31 43
3634 11
3007 28
3700 18
1024 33
3930 53
504 64
2557 80
1658 73
2550 62
1289 80
1025 48
153 11
1460 91
2945 59
3328 64
109 94
1133 72
1169 59
3263 28
2533 43
3375 9
314 70
2439 86
3439 78
3085 25
3256 1
2421 88
4014 70
394 66
2071 75
1729 27
1893 60
31 7
2933 96
1132 55
2598 91
3279 79
436 24
2237 24
1473 69
31 45
2401 26
301 92
2263 15
2034 51
1685 12
3883 69
2163 31
921 6
1014 93
3154 84
2100 53
3979 61
2531 19
1181 59
1326 87
2626 37
2526 76
2559 26
1065 75
3873 54
3231 31
1507 28
2092 29
3493 35
1102 21
3992 95
3664 37
1605 40
3460 25
2243 79
147 49
661 51
3587 42
1474 97
4076 17
3607 31
138 77
3356 58
3997 72
921 40
2993 36
1666 64
2161 18
694 57
757 23
3753 19
3702 94
1537 41
3521 68
1940 58
823 82
3104 31
1517 94
3099 25
1834 6
2222 94
2845 1
2573 36
206 3
3835 98
2459 57
327 21
526 89
2588 43
3191 34
2838 12
1598 55
1939 89
1160 76
186 45
2797 92
3094 41
572 42
1547 70
232 64
1322 12
2646 98
1039 31
1393 53
1427 76
3337 17
1724 91
1225 71
1375 94
2776 86
4038 35
1554 57
2998 48
3523 27
2918 63
2741 23
1978 63
406 42
1537 30
3107 13
2727 79
3627 53
2877 22
1205 21
886 100
371 99
2141 97
2399 47
3198 12
4057 59
3500 94
4080 64
4010 74
1211 29
2043 44
1965 61
480 49
3349 63
3938 91
2037 38
3747 76
1429 41
2564 43
2354 8
3997 63
795 73
2491 57
1808 87
4085 63
3195 25
1324 95
222 25
2202 49
2102 85
2885 51
2275 68
1841 17
1206 55
532 96
2472 58
1533 49
1052 43
3339 33
3998 75
2784 12
1770 13
1688 62
2839 20
2461 60
258 63
2275 6
748 27
1900 73
2281 11
2704 35
2047 63
2486 84
2229 80
564 9
198 86
1206 51
3365 58
4043 95
2597 77
719 97
2893 24
3835 56
2167 73
3261 33
3836 75
8 13
1795 26
2847 51
2257 51
213 70
1503 75
3300 32
3024 99
3605 22
3066 80
970 13
2002 82
818 83
260 91
3287 70
1640 95
2161 3
3040 72
2500 31
163 58
3767 97
4096 34
3106 57
1317 83
1939 69
4047 38
1947 45
3279 37
3422 21
1737 29
1351 33
1925 82
646 15
2438 88
322 50
1374 68
259 20
3626 50
3703 78
933 30
88 19
3473 61
3857 4
3594 57
1960 31
2816 39
3033 59
1572 81
1241 15
3238 96
555 93
3248 83
2542 61
1861 29
3920 78
1831 83
3377 32
2461 44
2458 99
1334 64
614 32
2761 100
30 4
2450 19
956 27
1810 57
3511 98
1426 87
2788 46
2662 93
873 34
2773 50
2641 66
201 78
242 5
3666 4
3464 58
3268 59
153 12
132 5
3884 86
2879 91
1864 37
863 12
3452 27
2119 43
593 60
2880 4
192 81
2450 8
3281 57
2895 2
1540 72
1140 72
2155 83
171 43
989 44
3387 82
1461 50
2693 76
963 69
1510 37
2567 49
1599 1
1074 24
486 38
1518 50
3317 45
955 35
1523 84
2883 54
644 43
1832 28
3643 67
2960 7
2685 43
3141 45
3276 26
1872 92
2100 25
631 83
3377 36
1642 69
2018 28
3425 83
1219 19
3937 1
2524 95
2622 31
592 32
2597 68
4028 84
2181 64
1433 77
3937 86
3225 68
3976 76
1647 61
1006 83
830 55
1419 68
1623 71
1220 59
852 75
3208 16
2615 98
2891 61
3158 29
1831 80
1707 38
1822 98
354 50
1097 62
3054 97
980 27
1264 78
3337 8
445 34
1549 67
2798 30
1322 48
1454 4
806 23
125 19
3685 2
1337 76
1217 34
466 13
3090 22
183 32
157 79
166 86
3605 81
3643 70
740 85
3727 21
3282 83
2766 83
109 55
3774 27
3640 19
3321 58
1166 52
1796 14
2144 88
1598 68
1062 84
3176 62
881 62
