2204 71
2834 60
1202 53
3122 33
1767 94
537 53
18 84
2222 40
2153 50
3032 80
2463 37
2917 71
288 50
836 49
613 29
1538 68
284 40
2126 28
148 50
4024 27
1797 96
3809 76
1086 35
158 79
2797 73
2883 30
1583 97
489 50
499 10
1857 70
815 66
2239 27
1973 27
2939 24
2824 72
2946 53
3614 33
2385 71
3107 14
3006 95
4075 14
1972 59
3182 65
1583 80
1525 91
3400 27
193 28
654 25
1395 56
561 99
2650 45
2830 77
1610 47
1101 39
817 83
1843 96
2069 37
2529 2
3147 43
2438 4
825 69
1011 67
191 17
3684 9
2568 86
4030 5
895 94
1489 87
3934 51
1429 34
2499 90
1849 5
2788 34
1599 31
3893 84
3233 80
2595 65
2889 26
1513 20
2466 8
1641 70
2934 20
601 61
891 99
844 36
796 46
1125 99
2060 14
921 5
2229 57
3228 18
834 48
2980 92
2486 79
711 20
1398 80
1029 7
3692 98
3162 11
3666 8
621 44
1071 10
2202 2
2508 100
121 63
2184 35
1696 41
3938 75
1240 15
207 57
2510 89
1778 2
3680 77
157 38
1349 96
1796 15
3332 50
3193 48
169 93
1333 78
1677 30
119 22
1485 15
1293 75
1607 79
521 65
1453 92
2111 3
2833 30
960 2
1026 31
2252 94
1060 2
3082 65
3863 47
2355 5
2276 38
3874 46
3104 58
414 60
2521 70
3727 22
1610 74
1541 18
3503 24
2445 95
163 47
3310 86
1547 12
1247 69
3810 88
904 35
2640 29
3290 60
271 3
3150 12
2574 47
3989 77
3230 88
2209 62
1879 89
2460 7
2519 60
648 74
585 39
3442 65
2035 64
365 73
2387 68
3097 89
2228 98
1425 63
1806 72
1690 7
3084 99
1474 33
267 28
553 96
878 77
4001 53
3467 62
3376 45
3276 7
679 77
2698 16
2062 99
2220 95
4043 24
3361 68
3096 27
2280 32
2656 24
2197 78
1255 74
2812 9
1634 20
213 22
2831 8
292 27
2074 52
2176 46
146 66
1178 99
1142 15
3465 25
718 79
352 81
1827 65
225 8
3062 65
3836 70
1065 37
3452 55
867 17
3606 75
981 34
222 35
1901 70
680 8
2680 36
1487 25
1299 62
2530 8
4063 76
1426 1
155 76
40 85
539 21
2053 51
3398 28
2902 14
2000 4
3979 89
2351 14
2294 68
2884 85
3420 37
3083 24
3577 26
3745 60
3927 68
1362 68
238 5
592 41
2366 84
1847 64
697 93
3640 71
2720 99
2140 44
2507 15
997 23
3430 10
2249 58
3472 9
3285 19
2992 83
492 16
78 67
316 71
585 52
1925 42
2219 47
791 58
3218 37
2925 12
379 98
1863 64
1200 7
1044 68
297 83
3431 1
3716 95
3373 23
1128 99
2183 90
2537 70
1259 46
1526 89
1629 63
2911 87
2686 83
4033 3
3127 22
987 91
385 40
3442 1
358 85
1946 24
3205 73
4 8
1135 16
1095 45
514 69
1175 70
983 60
2574 84
4009 71
642 59
4026 22
3007 21
1217 18
1342 19
1615 82
2263 53
143 33
351 17
695 40
1803 41
1011 32
1670 57
4000 80
410 12
2770 5
1854 10
3128 4
3597 100
174 40
1932 19
2360 15
2741 87
1862 25
1531 3
2860 35
3994 7
963 12
3488 23
1041 20
3624 27
3664 42
3854 42
2931 21
2305 22
1872 100
1352 83
2487 90
1266 62
3124 100
1615 62
2462 99
100 91
2144 45
1473 52
800 33
3290 54
3864 95
3478 22
1287 28
2148 76
1786 18
2090 9
3917 68
1781 73
3194 98
1680 56
111 32
1001 74
1077 37
3588 89
1994 50
848 16
577 67
3766 67
1434 25
213 33
1749 42
2483 95
1841 29
885 20
3096 84
4096 17
3912 61
2675 14
951 90
3668 72
3619 68
241 61
2593 45
412 9
2076 91
134 17
1503 10
1909 46
2099 42
2832 60
1567 62
2648 2
157 42
2499 15
112 96
2323 1
3099 88
1636 40
1187 22
2714 77
507 5
3162 72
3836 51
2184 53
1864 84
594 4
2401 85
2844 71
2332 77
2504 11
3034 18
3723 14
613 65
1449 73
627 80
