523 31
619 96
397 42
892 29
644 60
366 99
842 89
333 13
883 28
747 100
37 72
760 71
34 92
894 37
436 29
678 24
276 71
799 28
390 89
449 50
997 97
438 22
32 78
751 59
1021 26
16 41
859 72
446 60
252 80
171 56
77 100
847 86
112 75
946 93
613 21
649 10
353 92
543 87
744 68
72 36
524 4
931 99
274 54
403 75
1002 96
301 15
363 91
93 25
595 42
428 67
836 45
363 18
476 56
335 14
49 83
250 60
606 50
650 6
30 91
269 86
988 84
670 9
524 45
236 66
537 15
653 65
151 23
855 44
231 20
919 6
185 58
454 94
781 79
320 59
780 55
293 43
781 32
930 55
94 33
648 32
491 20
237 30
371 23
242 58
634 39
148 29
762 82
150 54
57 65
810 80
647 10
224 83
107 44
804 49
241 52
317 9
218 16
262 4
974 97
121 40
99 61
287 71
811 60
362 43
98 20
429 28
653 76
122 84
213 36
276 17
157 8
761 7
313 12
347 66
736 44
585 18
151 36
65 41
448 35
985 19
576 40
648 62
616 67
681 80
4 67
76 43
810 86
856 14
149 49
830 85
45 38
976 16
807 40
543 68
27 25
742 19
659 49
203 15
892 49
755 39
41 35
28 67
414 31
853 18
179 92
429 26
403 58
296 38
662 87
65 92
837 32
913 8
562 92
543 54
740 94
1001 12
851 30
266 38
789 4
795 66
1024 42
1021 25
300 87
1001 91
516 90
381 77
689 27
614 36
43 29
1013 30
437 62
51 28
588 7
264 41
339 47
987 64
114 23
555 71
219 93
504 7
843 5
199 36
165 48
125 33
674 48
32 19
655 27
815 76
367 75
311 26
301 56
252 57
12 15
996 78
344 87
383 16
51 42
581 10
422 40
818 16
419 87
26 63
597 11
840 65
506 76
491 92
921 24
470 75
497 36
604 79
778 80
367 47
941 37
151 53
756 5
799 70
650 73
705 7
396 81
143 10
906 99
99 37
719 18
389 96
984 73
207 12
493 74
785 83
144 42
863 59
544 12
599 25
892 2
461 88
309 75
464 16
246 44
552 68
328 63
44 17
235 51
209 21
388 31
25 31
249 45
259 95
1007 3
252 100
916 55
803 3
917 31
411 37
721 77
172 76
572 97
84 66
662 81
1022 90
458 42
222 58
935 12
889 74
244 44
237 17
582 27
666 4
64 93
687 58
375 26
966 56
295 62
40 88
472 37
54 59
756 72
794 69
905 32
68 79
57 94
512 5
47 37
264 70
86 57
931 39
284 33
896 75
556 76
73 57
157 8
595 100
401 29
458 17
221 71
481 70
579 65
618 91
605 67
358 92
755 59
779 48
925 73
396 80
134 32
514 90
843 37
185 78
530 53
697 89
636 72
5 62
465 65
848 11
518 26
269 68
143 12
645 34
755 98
996 47
785 73
277 52
991 28
842 17
241 85
142 96
219 59
123 83
224 75
838 81
590 45
428 41
505 58
164 5
936 21
392 90
796 66
45 59
191 61
945 29
390 50
935 14
840 26
660 60
390 77
621 50
597 65
387 98
220 81
569 12
695 77
889 28
390 63
17 93
248 48
516 24
113 17
98 50
352 93
341 23
992 52
341 80
952 22
802 58
564 83
135 47
318 5
360 55
128 67
785 39
312 43
721 21
853 64
1021 64
28 66
148 8
123 41
339 89
893 93
28 43
141 49
920 9
729 34
284 69
751 40
199 46
668 36
717 100
167 11
167 50
868 69
837 47
631 72
544 87
598 95
703 83
543 16
730 100
89 13
251 18
284 50
58 56
183 89
874 91
207 86
802 93
10 7
753 72
624 79
499 58
968 64
934 65
1002 91
1020 6
348 44
119 4
356 46
369 10
394 17
889 81
96 74
725 89
474 49
1015 12
992 51
970 16
422 98
594 87
193 7
770 19
907 31
131 78
87 31
786 1
729 18
681 17
303 76
734 93
812 59
630 73
94 66
789 57
128 91
102 96
944 91
532 13
17 81
961 7
550 27
689 31
523 81
386 20
930 23
401 1
793 80
38 78
85 3
928 42
452 79
482 80
31 75
515 68
649 31
741 28
665 18
470 4
946 1
535 30
438 77
128 21
878 27
692 7
89 34
894 81
725 65
651 59
935 29
407 26
855 61
323 56
183 19
875 16
57 77
464 97
12 4
63 97
94 45
353 35
126 57
342 10
500 81
921 25
902 57
850 70
166 8
745 61
422 94
955 84
577 38
381 3
204 44
935 95
